College,Fall Term,Record Type Code,Record Type Description,Head Count,Percentage
CUNY Medgar Evers College,Fall 1998,2,150 Time Graduation,27,7.4
CUNY Medgar Evers College,Fall 1997,1,1 Year Retention,28,53.6
CUNY Medgar Evers College,Fall 1997,2,150 Time Graduation,28,10.7
CUNY Medgar Evers College,Fall 1996,1,1 Year Retention,31,64.5
CUNY Medgar Evers College,Fall 1996,2,150 Time Graduation,31,16.1
CUNY Medgar Evers College,Fall 1995,1,1 Year Retention,18,61.1
CUNY Medgar Evers College,Fall 1995,2,150 Time Graduation,18,11.1
CUNY Medgar Evers College,Fall 1994,1,1 Year Retention,4,50
CUNY Medgar Evers College,Fall 1994,2,150 Time Graduation,4,0
CUNY Medgar Evers College,Fall 1993,1,1 Year Retention,10,90
CUNY Medgar Evers College,Fall 1993,2,150 Time Graduation,10,10
CUNY Medgar Evers College,Fall 1992,1,1 Year Retention,11,54.5
CUNY Medgar Evers College,Fall 1992,2,150 Time Graduation,11,9.1
CUNY Medgar Evers College,Fall 1991,1,1 Year Retention,9,66.7
CUNY Medgar Evers College,Fall 1991,2,150 Time Graduation,9,22.2
CUNY Medgar Evers College,Fall 1990,1,1 Year Retention,38,63.2
CUNY Medgar Evers College,Fall 1990,2,150 Time Graduation,38,23.7
CUNY New York City College of Technology,Fall 2017,1,1 Year Retention,912,68.8
CUNY New York City College of Technology,Fall 2016,1,1 Year Retention,572,78.5
CUNY New York City College of Technology,Fall 2015,1,1 Year Retention,559,77.3
CUNY New York City College of Technology,Fall 2014,1,1 Year Retention,537,76.4
CUNY New York City College of Technology,Fall 2013,1,1 Year Retention,430,74.7
CUNY New York City College of Technology,Fall 2012,1,1 Year Retention,235,76.6
CUNY New York City College of Technology,Fall 2012,2,150 Time Graduation,235,27.2
CUNY New York City College of Technology,Fall 2011,1,1 Year Retention,187,77
CUNY New York City College of Technology,Fall 2010,1,1 Year Retention,174,74.1
CUNY New York City College of Technology,Fall 2010,2,150 Time Graduation,187,26.2
CUNY New York City College of Technology,Fall 2009,1,1 Year Retention,176,74.4
CUNY New York City College of Technology,Fall 2009,2,150 Time Graduation,174,24.7
CUNY New York City College of Technology,Fall 2008,1,1 Year Retention,162,80.2
CUNY New York City College of Technology,Fall 2008,2,150 Time Graduation,176,29.5
CUNY New York City College of Technology,Fall 2007,1,1 Year Retention,119,79
CUNY New York City College of Technology,Fall 2007,2,150 Time Graduation,162,20.4
CUNY New York City College of Technology,Fall 2006,1,1 Year Retention,156,75
CUNY New York City College of Technology,Fall 2006,2,150 Time Graduation,119,25.2
CUNY New York City College of Technology,Fall 2005,1,1 Year Retention,204,77.5
CUNY New York City College of Technology,Fall 2005,2,150 Time Graduation,156,23.1
CUNY New York City College of Technology,Fall 2004,1,1 Year Retention,343,77.8
CUNY New York City College of Technology,Fall 2004,2,150 Time Graduation,204,23.5
CUNY New York City College of Technology,Fall 2003,1,1 Year Retention,307,73.3
CUNY New York City College of Technology,Fall 2003,2,150 Time Graduation,343,24.5
CUNY New York City College of Technology,Fall 2002,1,1 Year Retention,198,73.7
CUNY Queens College,Fall 1994,2,150 Time Graduation,1597,37.8
CUNY New York City College of Technology,Fall 2002,2,150 Time Graduation,307,17.3
CUNY New York City College of Technology,Fall 2001,1,1 Year Retention,72,76.4
CUNY New York City College of Technology,Fall 2001,2,150 Time Graduation,198,18.2
CUNY New York City College of Technology,Fall 2000,1,1 Year Retention,11,54.5
CUNY New York City College of Technology,Fall 2000,2,150 Time Graduation,72,11.1
CUNY New York City College of Technology,Fall 1999,1,1 Year Retention,33,72.7
CUNY New York City College of Technology,Fall 1999,2,150 Time Graduation,11,9.1
CUNY New York City College of Technology,Fall 1998,1,1 Year Retention,29,65.5
CUNY New York City College of Technology,Fall 1998,2,150 Time Graduation,33,6.1
CUNY New York City College of Technology,Fall 1997,1,1 Year Retention,22,59.1
CUNY New York City College of Technology,Fall 1997,2,150 Time Graduation,29,6.9
CUNY New York City College of Technology,Fall 1996,1,1 Year Retention,15,66.7
CUNY New York City College of Technology,Fall 1996,2,150 Time Graduation,22,4.5
CUNY New York City College of Technology,Fall 1995,1,1 Year Retention,0,0
CUNY New York City College of Technology,Fall 1995,2,150 Time Graduation,15,20
CUNY New York City College of Technology,Fall 1994,1,1 Year Retention,2,0
CUNY New York City College of Technology,Fall 1994,2,150 Time Graduation,2,0
CUNY New York City College of Technology,Fall 1993,1,1 Year Retention,1,0
CUNY New York City College of Technology,Fall 1993,2,150 Time Graduation,1,0
CUNY Queens College,Fall 2017,1,1 Year Retention,1639,84.3
CUNY Queens College,Fall 2016,1,1 Year Retention,1453,83.8
CUNY Queens College,Fall 2015,1,1 Year Retention,1536,84.3
CUNY Queens College,Fall 2014,1,1 Year Retention,1514,84.9
CUNY Queens College,Fall 2013,1,1 Year Retention,1350,86
CUNY Queens College,Fall 2012,1,1 Year Retention,1427,84.4
CUNY Queens College,Fall 2012,2,150 Time Graduation,1427,56.8
CUNY Queens College,Fall 2011,1,1 Year Retention,1419,86.8
CUNY Queens College,Fall 2011,2,150 Time Graduation,1419,53.8
CUNY Queens College,Fall 2010,1,1 Year Retention,1471,87
CUNY Queens College,Fall 2010,2,150 Time Graduation,1471,60
CUNY Queens College,Fall 2009,1,1 Year Retention,1684,87.8
CUNY Queens College,Fall 2009,2,150 Time Graduation,1684,57.7
CUNY Queens College,Fall 2008,1,1 Year Retention,1642,85.8
CUNY Queens College,Fall 2008,2,150 Time Graduation,1642,56.6
CUNY Queens College,Fall 2007,1,1 Year Retention,1755,84.8
CUNY Queens College,Fall 2007,2,150 Time Graduation,1755,56.4
CUNY Queens College,Fall 2006,1,1 Year Retention,1627,83.8
CUNY Queens College,Fall 2006,2,150 Time Graduation,1627,54.9
CUNY Queens College,Fall 2005,1,1 Year Retention,1470,81.5
CUNY Queens College,Fall 2005,2,150 Time Graduation,1470,53.1
CUNY Queens College,Fall 2004,1,1 Year Retention,1352,83.8
CUNY Queens College,Fall 2004,2,150 Time Graduation,1352,51
CUNY Queens College,Fall 2003,1,1 Year Retention,1290,81
CUNY Queens College,Fall 2003,2,150 Time Graduation,1290,51.8
CUNY Queens College,Fall 2002,1,1 Year Retention,1178,84.6
CUNY Queens College,Fall 2002,2,150 Time Graduation,1178,55.3
CUNY Queens College,Fall 2001,1,1 Year Retention,1204,84.1
CUNY Queens College,Fall 2001,2,150 Time Graduation,1204,52.7
CUNY Queens College,Fall 2000,1,1 Year Retention,1085,83.9
CUNY Queens College,Fall 2000,2,150 Time Graduation,1085,52.6
CUNY Queens College,Fall 1999,1,1 Year Retention,876,82.6
CUNY Queens College,Fall 1999,2,150 Time Graduation,876,50.5
CUNY Queens College,Fall 1998,1,1 Year Retention,1134,83.3
CUNY Queens College,Fall 1998,2,150 Time Graduation,1134,51.1
CUNY Queens College,Fall 1997,1,1 Year Retention,1153,81.7
CUNY Queens College,Fall 1997,2,150 Time Graduation,1153,46.5
CUNY Queens College,Fall 1996,1,1 Year Retention,1041,78.2
CUNY Queens College,Fall 1996,2,150 Time Graduation,1041,47.9
CUNY Queens College,Fall 1995,1,1 Year Retention,1444,77.5
CUNY Queens College,Fall 1995,2,150 Time Graduation,1444,39.8
CUNY Queens College,Fall 1994,1,1 Year Retention,1597,75.3
CUNY Queens College,Fall 1993,1,1 Year Retention,1526,78.9
CUNY Queens College,Fall 1993,2,150 Time Graduation,1526,37.3
CUNY Queens College,Fall 1992,1,1 Year Retention,1448,78.9
CUNY Queens College,Fall 1992,2,150 Time Graduation,1448,38.1
CUNY Queens College,Fall 1991,1,1 Year Retention,1602,76.7
CUNY Queens College,Fall 1991,2,150 Time Graduation,1602,36.3
CUNY Queens College,Fall 1990,1,1 Year Retention,1667,75.9
CUNY Queens College,Fall 1990,2,150 Time Graduation,1667,34.5
CUNY Queensborough Community College,Fall 2017,1,1 Year Retention,2875,64.1
CUNY Queensborough Community College,Fall 2016,1,1 Year Retention,2995,67.2
CUNY Queensborough Community College,Fall 2015,1,1 Year Retention,3060,62.8
CUNY Queensborough Community College,Fall 2015,2,150 Time Graduation,3060,24.3
CUNY Queensborough Community College,Fall 2014,1,1 Year Retention,3051,62.1
CUNY Queensborough Community College,Fall 2014,2,150 Time Graduation,3051,22.6
CUNY Queensborough Community College,Fall 2013,1,1 Year Retention,3042,69
CUNY Queensborough Community College,Fall 2013,2,150 Time Graduation,3042,21.9
CUNY Queensborough Community College,Fall 2012,1,1 Year Retention,3049,70.9
CUNY Queensborough Community College,Fall 2012,2,150 Time Graduation,3049,22
CUNY Queensborough Community College,Fall 2011,1,1 Year Retention,3319,69.2
CUNY Queensborough Community College,Fall 2011,2,150 Time Graduation,3319,18.2
CUNY Queensborough Community College,Fall 2010,1,1 Year Retention,2907,72.1
CUNY Queensborough Community College,Fall 2010,2,150 Time Graduation,2907,18.6
CUNY Queensborough Community College,Fall 2009,1,1 Year Retention,3212,71.5
CUNY Queensborough Community College,Fall 2009,2,150 Time Graduation,3212,16.2
CUNY Queensborough Community College,Fall 2008,1,1 Year Retention,2446,68.8
CUNY Queensborough Community College,Fall 2008,2,150 Time Graduation,2446,13.5
CUNY Queensborough Community College,Fall 2007,1,1 Year Retention,2327,65.1
CUNY Queensborough Community College,Fall 2007,2,150 Time Graduation,2327,14.8
CUNY Queensborough Community College,Fall 2006,1,1 Year Retention,2146,62.8
CUNY Queensborough Community College,Fall 2006,2,150 Time Graduation,2146,12.2
CUNY Queensborough Community College,Fall 2005,1,1 Year Retention,2046,63.6
CUNY Queensborough Community College,Fall 2005,2,150 Time Graduation,2046,12
CUNY Queensborough Community College,Fall 2004,1,1 Year Retention,1929,63.5
CUNY Queensborough Community College,Fall 2004,2,150 Time Graduation,1929,12.1
CUNY Queensborough Community College,Fall 2003,1,1 Year Retention,1902,64.1
CUNY Queensborough Community College,Fall 2003,2,150 Time Graduation,1902,14.3
CUNY Queensborough Community College,Fall 2002,1,1 Year Retention,1833,63.9
CUNY Queensborough Community College,Fall 2002,2,150 Time Graduation,1833,13.6
CUNY Queensborough Community College,Fall 2001,1,1 Year Retention,1780,59.7
CUNY Queensborough Community College,Fall 2001,2,150 Time Graduation,1780,13.5
CUNY Queensborough Community College,Fall 2000,1,1 Year Retention,1686,59.9
CUNY Queensborough Community College,Fall 2000,2,150 Time Graduation,1686,14.1
CUNY Queensborough Community College,Fall 1999,1,1 Year Retention,1660,61.7
CUNY Queensborough Community College,Fall 1999,2,150 Time Graduation,1660,12.4
CUNY Queensborough Community College,Fall 1998,1,1 Year Retention,1603,65.4
CUNY Queensborough Community College,Fall 1998,2,150 Time Graduation,1603,14
CUNY Queensborough Community College,Fall 1997,1,1 Year Retention,1386,61.4
CUNY Queensborough Community College,Fall 1997,2,150 Time Graduation,1386,13.4
CUNY Queensborough Community College,Fall 1996,1,1 Year Retention,1494,60
CUNY Queensborough Community College,Fall 1996,2,150 Time Graduation,1494,11.4
CUNY Queensborough Community College,Fall 1995,1,1 Year Retention,1588,61.6
CUNY Queensborough Community College,Fall 1995,2,150 Time Graduation,1588,9.9
CUNY Queensborough Community College,Fall 1994,1,1 Year Retention,1689,58.4
CUNY Queensborough Community College,Fall 1994,2,150 Time Graduation,1689,9.4
CUNY Queensborough Community College,Fall 1993,1,1 Year Retention,1712,59.9
CUNY Queensborough Community College,Fall 1993,2,150 Time Graduation,1712,8.6
CUNY Queensborough Community College,Fall 1992,1,1 Year Retention,1659,62.5
CUNY Queensborough Community College,Fall 1992,2,150 Time Graduation,1659,9.3
CUNY Queensborough Community College,Fall 1991,1,1 Year Retention,1701,62.3
CUNY Queensborough Community College,Fall 1991,2,150 Time Graduation,1701,10.3
CUNY Queensborough Community College,Fall 1990,1,1 Year Retention,1545,61.5
CUNY Queensborough Community College,Fall 1990,2,150 Time Graduation,1545,11.5
CUNY York College,Fall 2017,1,1 Year Retention,1087,64
CUNY York College,Fall 2016,1,1 Year Retention,936,70.7
CUNY York College,Fall 2015,1,1 Year Retention,995,73.1
CUNY York College,Fall 2014,1,1 Year Retention,960,73.6
CUNY York College,Fall 2013,1,1 Year Retention,953,76.6
CUNY York College,Fall 2012,1,1 Year Retention,1087,74.1
CUNY York College,Fall 2012,2,150 Time Graduation,1087,30.2
CUNY York College,Fall 2011,1,1 Year Retention,928,77.5
CUNY York College,Fall 2011,2,150 Time Graduation,928,29.4
CUNY York College,Fall 2010,1,1 Year Retention,1084,77.8
CUNY York College,Fall 2010,2,150 Time Graduation,1084,30.3
CUNY York College,Fall 2009,1,1 Year Retention,1021,74.9
CUNY York College,Fall 2009,2,150 Time Graduation,1021,26.7
CUNY York College,Fall 2008,1,1 Year Retention,1021,75.1
CUNY York College,Fall 2008,2,150 Time Graduation,1021,29
CUNY York College,Fall 2007,1,1 Year Retention,970,69.6
CUNY York College,Fall 2007,2,150 Time Graduation,970,26.2
CUNY York College,Fall 2006,1,1 Year Retention,667,70.9
CUNY York College,Fall 2006,2,150 Time Graduation,667,25.6
CUNY York College,Fall 2005,1,1 Year Retention,742,67.4
CUNY York College,Fall 2005,2,150 Time Graduation,742,19.8
CUNY York College,Fall 2004,1,1 Year Retention,727,68.8
CUNY York College,Fall 2004,2,150 Time Graduation,727,19.5
CUNY York College,Fall 2003,1,1 Year Retention,565,68.5
CUNY York College,Fall 2003,2,150 Time Graduation,565,23.9
CUNY York College,Fall 2002,1,1 Year Retention,563,71.4
CUNY York College,Fall 2002,2,150 Time Graduation,563,23.4
CUNY York College,Fall 2001,1,1 Year Retention,464,72.2
CUNY York College,Fall 2001,2,150 Time Graduation,464,27.6
CUNY York College,Fall 2000,1,1 Year Retention,458,66.4
CUNY York College,Fall 2000,2,150 Time Graduation,458,23.8
CUNY York College,Fall 1999,1,1 Year Retention,425,73.6
CUNY York College,Fall 1999,2,150 Time Graduation,425,29.9
CUNY York College,Fall 1998,1,1 Year Retention,382,73
CUNY York College,Fall 1998,2,150 Time Graduation,382,28.3
CUNY York College,Fall 1997,1,1 Year Retention,500,71.8
CUNY York College,Fall 1997,2,150 Time Graduation,500,24.8
CUNY York College,Fall 1996,1,1 Year Retention,544,65.6
CUNY York College,Fall 1996,2,150 Time Graduation,544,23
CUNY York College,Fall 1995,1,1 Year Retention,486,67.9
CUNY York College,Fall 1995,2,150 Time Graduation,486,22
CUNY York College,Fall 1994,1,1 Year Retention,598,60.5
CUNY York College,Fall 1994,2,150 Time Graduation,598,16.9
CUNY York College,Fall 1993,1,1 Year Retention,607,66.2
CUNY York College,Fall 1993,2,150 Time Graduation,607,20.4
CUNY York College,Fall 1992,1,1 Year Retention,640,68.8
CUNY York College,Fall 1992,2,150 Time Graduation,640,17.2
CUNY York College,Fall 1991,1,1 Year Retention,431,69.1
CUNY York College,Fall 1991,2,150 Time Graduation,431,17.4
CUNY York College,Fall 1990,1,1 Year Retention,529,61.6
CUNY York College,Fall 1990,2,150 Time Graduation,529,17
CUNY Baruch College,1-Sep-18,1,1 Year Retention,1682,89.1
CUNY Baruch College,1-Sep-13,2,150 Time Graduation,1245,69.9
CUNY Borough of Manhattan Community College,1-Sep-18,1,1 Year Retention,5854,59.7
CUNY Borough of Manhattan Community College,1-Sep-16,2,150 Time Graduation,5804,24.5
CUNY Bronx Community College,1-Sep-18,1,1 Year Retention,1832,55.8
CUNY Bronx Community College,1-Sep-16,2,150 Time Graduation,1728,21.4
CUNY Brooklyn College,1-Sep-18,1,1 Year Retention,1738,80
CUNY Brooklyn College,1-Sep-13,2,150 Time Graduation,1183,53.9
CUNY City College,1-Sep-18,1,1 Year Retention,1804,84.2
CUNY City College,1-Sep-13,2,150 Time Graduation,1431,56.2
CUNY College of Staten Island,1-Sep-18,1,1 Year Retention,811,74.5
CUNY College of Staten Island,1-Sep-13,2,150 Time Graduation,824,44.2
CUNY Guttman Community College,1-Sep-18,1,1 Year Retention,455,67.5
CUNY Guttman Community College,1-Sep-17,1,1 Year Retention,460,63.5
CUNY Guttman Community College,1-Sep-16,1,1 Year Retention,430,67.4
CUNY Guttman Community College,1-Sep-16,2,150 Time Graduation,430,39.8
CUNY Guttman Community College,1-Sep-15,1,1 Year Retention,443,70.2
CUNY Guttman Community College,1-Sep-15,2,150 Time Graduation,443,43.1
CUNY Guttman Community College,1-Sep-14,1,1 Year Retention,410,72.9
CUNY Guttman Community College,1-Sep-14,2,150 Time Graduation,410,46.3
CUNY Guttman Community College,1-Sep-13,1,1 Year Retention,278,69.1
CUNY Guttman Community College,1-Sep-13,2,150 Time Graduation,278,43.5
CUNY Guttman Community College,1-Sep-12,1,1 Year Retention,289,74.4
CUNY Guttman Community College,1-Sep-12,2,150 Time Graduation,289,49.1
CUNY Hostos Community College,1-Sep-18,1,1 Year Retention,1142,57.8
CUNY Hostos Community College,1-Sep-16,2,150 Time Graduation,900,23.1
CUNY Hunter College,1-Sep-18,1,1 Year Retention,2589,81.2
CUNY Hunter College,1-Sep-13,2,150 Time Graduation,1921,57.2
CUNY John Jay College of Criminal Justice,1-Sep-18,1,1 Year Retention,1852,80.2
CUNY John Jay College of Criminal Justice,1-Sep-13,2,150 Time Graduation,1850,51.5
CUNY Kingsborough Community College,1-Sep-18,1,1 Year Retention,1989,64.7
CUNY Kingsborough Community College,1-Sep-16,2,150 Time Graduation,2018,34.3
CUNY LaGuardia Community College,1-Sep-18,1,1 Year Retention,2329,61.7
CUNY LaGuardia Community College,1-Sep-16,2,150 Time Graduation,2627,28.6
CUNY Lehman College,1-Sep-18,1,1 Year Retention,1012,82.5
CUNY Lehman College,1-Sep-13,2,150 Time Graduation,582,52.9
CUNY Medgar Evers College,1-Sep-18,1,1 Year Retention,252,61.9
CUNY Medgar Evers College,1-Sep-13,2,150 Time Graduation,43,23.3
CUNY New York City College of Technology,1-Sep-18,1,1 Year Retention,1111,67.5
CUNY New York City College of Technology,1-Sep-13,2,150 Time Graduation,430,29.3
CUNY Queens College,1-Sep-18,1,1 Year Retention,1936,81.9
CUNY Queens College,1-Sep-13,2,150 Time Graduation,1350,56.3
CUNY Queensborough Community College,1-Sep-18,1,1 Year Retention,2984,62
CUNY Queensborough Community College,1-Sep-16,2,150 Time Graduation,2995,28.1
CUNY York College,1-Sep-18,1,1 Year Retention,1107,62.3
CUNY York College,1-Sep-13,2,150 Time Graduation,953,34.9
CUNY Baruch College,1-Sep-19,1,1 Year Retention,2261,87.6
CUNY Baruch College,1-Sep-14,2,150 Time Graduation,1274,72.5
CUNY Borough of Manhattan Community College,1-Sep-19,1,1 Year Retention,5780,58.6
CUNY Borough of Manhattan Community College,1-Sep-17,2,150 Time Graduation,5467,26.6
CUNY Bronx Community College,1-Sep-19,1,1 Year Retention,1758,59.8
CUNY Bronx Community College,1-Sep-17,2,150 Time Graduation,1889,19.5
CUNY Brooklyn College,1-Sep-19,1,1 Year Retention,1881,82.2
CUNY Brooklyn College,1-Sep-14,2,150 Time Graduation,1347,54.5
CUNY City College,1-Sep-19,1,1 Year Retention,2054,80.1
CUNY City College,1-Sep-14,2,150 Time Graduation,1425,59.7
CUNY College of Staten Island,1-Sep-19,1,1 Year Retention,594,81.1
CUNY College of Staten Island,1-Sep-14,2,150 Time Graduation,693,47.8
CUNY Guttman Community College,1-Sep-19,1,1 Year Retention,512,65.8
CUNY Guttman Community College,1-Sep-17,2,150 Time Graduation,460,38.9
CUNY Hostos Community College,1-Sep-19,1,1 Year Retention,1084,59.5
CUNY Hostos Community College,1-Sep-17,2,150 Time Graduation,1032,22.9
CUNY Hunter College,1-Sep-19,1,1 Year Retention,2526,83.8
CUNY Hunter College,1-Sep-14,2,150 Time Graduation,2038,55.9
CUNY John Jay College of Criminal Justice,1-Sep-19,1,1 Year Retention,2022,83.1
CUNY John Jay College of Criminal Justice,1-Sep-14,2,150 Time Graduation,1744,50.6
CUNY Kingsborough Community College,1-Sep-19,1,1 Year Retention,1944,69.1
CUNY Kingsborough Community College,1-Sep-17,2,150 Time Graduation,1848,35
CUNY LaGuardia Community College,1-Sep-19,1,1 Year Retention,2572,63.5
CUNY LaGuardia Community College,1-Sep-17,2,150 Time Graduation,2556,32.2
CUNY Lehman College,1-Sep-19,1,1 Year Retention,933,80.6
CUNY Lehman College,1-Sep-14,2,150 Time Graduation,660,53.2
CUNY Medgar Evers College,1-Sep-19,1,1 Year Retention,299,49.2
CUNY Medgar Evers College,1-Sep-14,2,150 Time Graduation,111,20.7
CUNY New York City College of Technology,1-Sep-19,1,1 Year Retention,1003,61.7
CUNY New York City College of Technology,1-Sep-14,2,150 Time Graduation,537,24.4
CUNY Queens College,1-Sep-19,1,1 Year Retention,2246,83.3
CUNY Queens College,1-Sep-14,2,150 Time Graduation,1514,53.4
CUNY Queensborough Community College,1-Sep-19,1,1 Year Retention,2906,61.5
CUNY Queensborough Community College,1-Sep-17,2,150 Time Graduation,2875,29.2
CUNY York College,1-Sep-19,1,1 Year Retention,1100,62.9
CUNY York College,1-Sep-14,2,150 Time Graduation,960,31.6
CUNY Baruch College,1-Sep-20,1,1 Year Retention,2044,86.5
CUNY Borough of Manhattan Community College,1-Sep-20,1,1 Year Retention,4724,55.9
CUNY Bronx Community College,1-Sep-20,1,1 Year Retention,1438,51.8
CUNY Brooklyn College,1-Sep-20,1,1 Year Retention,2135,79.1
CUNY City College,1-Sep-20,1,1 Year Retention,1982,81.4
CUNY Guttman Community College,1-Sep-20,1,1 Year Retention,508,47.2
CUNY Hostos Community College,1-Sep-20,1,1 Year Retention,772,52.5
CUNY Hunter College,1-Sep-20,1,1 Year Retention,2593,82.3
CUNY John Jay College of Criminal Justice,1-Sep-20,1,1 Year Retention,1674,78.1
CUNY Kingsborough Community College,1-Sep-20,1,1 Year Retention,1672,60.7
CUNY School of Labor and Urban Studies,1-Sep-20,1,1 Year Retention,1,100
CUNY LaGuardia Community College,1-Sep-20,1,1 Year Retention,2248,60.2
CUNY Lehman College,1-Sep-20,1,1 Year Retention,1307,73.8
CUNY Queens College,1-Sep-20,1,1 Year Retention,2192,79.5
CUNY Queensborough Community College,1-Sep-20,1,1 Year Retention,2477,58.8
CUNY York College,1-Sep-20,1,1 Year Retention,830,60.4
CUNY Medgar Evers College,1-Sep-20,1,1 Year Retention,406,38.9
CUNY New York City College of Technology,1-Sep-20,1,1 Year Retention,817,63.4
CUNY College of Staten Island,1-Sep-20,1,1 Year Retention,1054,72.8
CUNY Borough of Manhattan Community College,1-Sep-18,2,150 Time Graduation,5854,26.4
CUNY Bronx Community College,1-Sep-18,2,150 Time Graduation,1832,21.9
CUNY Guttman Community College,1-Sep-18,2,150 Time Graduation,455,41.1
CUNY Hostos Community College,1-Sep-18,2,150 Time Graduation,1142,21.1
CUNY Kingsborough Community College,1-Sep-18,2,150 Time Graduation,1989,31.6
CUNY LaGuardia Community College,1-Sep-18,2,150 Time Graduation,2329,29.3
CUNY Queensborough Community College,1-Sep-18,2,150 Time Graduation,2984,28.6
CUNY Baruch College,1-Sep-15,2,150 Time Graduation,1468,73.9
CUNY Brooklyn College,1-Sep-15,2,150 Time Graduation,1327,56.1
CUNY City College,1-Sep-15,2,150 Time Graduation,1607,57.4
CUNY Hunter College,1-Sep-15,2,150 Time Graduation,2168,57.7
CUNY John Jay College of Criminal Justice,1-Sep-15,2,150 Time Graduation,1479,54.2
CUNY Lehman College,1-Sep-15,2,150 Time Graduation,610,53.1
CUNY Medgar Evers College,1-Sep-15,2,150 Time Graduation,107,29.9
CUNY New York City College of Technology,1-Sep-15,2,150 Time Graduation,559,30.1
CUNY Queens College,1-Sep-15,2,150 Time Graduation,1536,55.2
CUNY College of Staten Island,1-Sep-15,2,150 Time Graduation,714,49.4
CUNY York College,1-Sep-15,2,150 Time Graduation,995,33.4
